Ship_Type,Ship_Mode_Detail,Segment,Country,City,State,County_or_State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin (%),Unit Selling Price (After Discount),Profit per Unit,Estimated List Price (Before Discount),Discount Impact (Revenue Lost Due to Discount)
First,Class,Consumer,United,States,Hialeah,Florida,33012,South,Furniture,Furnishings,21,3,20%,5.775,28%,7,1.925,8.75,5.25
First,Class,Consumer,United,States,Hialeah,Florida,33012,South,Technology,Machines,120,2,50%,-7.2,-6%,60,-3.6,120,120
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Technology,Phones,299.96,5,20%,37.495,13%,59.992,7.499,74.99,74.99
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Furniture,Chairs,853.93,5,30%,-24.398,-3%,170.786,-4.8796,243.98,365.97
Standard,Class,Corporate,United,States,Lakewood,Ohio,44107,East,Technology,Phones,151.188,2,40%,-25.198,-17%,75.594,-12.599,125.99,100.792
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,47.496,1,20%,-1.1874,-3%,47.496,-1.1874,59.37,11.874
First,Class,Corporate,United,States,Dallas,Texas,75220,Central,Furniture,Tables,127.785,1,30%,-31.0335,-24%,127.785,-31.0335,182.55,54.765
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Furnishings,159.04,5,60%,-194.824,-123%,31.808,-38.9648,79.52,238.56
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,50%,-99.2664,-68%,72.99,-49.6332,145.98,145.98
Standard,Class,Corporate,United,States,Springfield,Missouri,65807,Central,Furniture,Furnishings,9.68,2,0%,3.7752,39%,4.84,1.8876,4.84,0
Standard,Class,Corporate,United,States,Springfield,Missouri,65807,Central,Technology,Copiers,4899.93,7,0%,2302.9671,47%,699.99,328.9953,699.99,0
Standard,Class,Corporate,United,States,Columbia,Tennessee,38401,South,Technology,Accessories,18.528,2,20%,4.4004,24%,9.264,2.2002,11.58,4.632
Standard,Class,Corporate,United,States,Columbia,Tennessee,38401,South,Furniture,Tables,1875.258,7,40%,-968.8833,-52%,267.894,-138.4119,446.49,1250.172
First,Class,Consumer,United,States,Dallas,Texas,75081,Central,Technology,Phones,35.184,2,20%,12.3144,35%,17.592,6.1572,21.99,8.796
Same,Day,Consumer,United,States,Spokane,Washington,99207,West,Technology,Accessories,239.94,6,0%,26.3934,11%,39.99,4.3989,39.99,0
Same,Day,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,5.82,2,0%,2.7354,47%,2.91,1.3677,2.91,0
Second,Class,Consumer,United,States,Springfield,Virginia,22153,South,Technology,Accessories,99.98,2,0%,7.9984,8%,49.99,3.9992,49.99,0
Second,Class,Consumer,United,States,Springfield,Virginia,22153,South,Furniture,Furnishings,29.46,6,0%,9.7218,33%,4.91,1.6203,4.91,0
Standard,Class,Consumer,United,States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0%,6.2244,42%,4.94,2.0748,4.94,0
Standard,Class,Consumer,United,States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,191.82,3,0%,61.3824,32%,63.94,20.4608,63.94,0
Same,Day,Corporate,United,States,Seattle,Washington,98103,West,Furniture,Tables,283.56,4,0%,45.3696,16%,70.89,11.3424,70.89,0
Standard,Class,Consumer,United,States,Quincy,Illinois,62301,Central,Technology,Accessories,108.768,4,20%,2.7192,3%,27.192,0.6798,33.99,27.192
Same,Day,Consumer,United,States,Houston,Texas,77095,Central,Technology,Phones,55.176,3,20%,-12.4146,-23%,18.392,-4.1382,22.99,13.794
Standard,Class,Corporate,United,States,Chandler,Arizona,85224,West,Furniture,Tables,73.915,1,50%,-45.8273,-62%,73.915,-45.8273,147.83,73.915
Standard,Class,Consumer,United,States,Hollywood,Florida,33021,South,Furniture,Furnishings,337.088,4,20%,16.8544,5%,84.272,4.2136,105.34,84.272
Second,Class,Corporate,United,States,Sunnyvale,California,94086,West,Technology,Accessories,189.95,5,0%,45.588,24%,37.99,9.1176,37.99,0
Second,Class,Corporate,United,States,Sunnyvale,California,94086,West,Technology,Accessories,149.95,5,0%,31.4895,21%,29.99,6.2979,29.99,0
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,21.98,2,0%,8.5722,39%,10.99,4.2861,10.99,0
Standard,Class,Corporate,United,States,Seattle,Washington,98103,West,Furniture,Tables,1115.17,7,0%,334.551,30%,159.31,47.793,159.31,0
Standard,Class,Consumer,United,States,Harrisonburg,Virginia,22801,South,Technology,Accessories,23.08,2,0%,6.924,30%,11.54,3.462,11.54,0
Standard,Class,Consumer,United,States,Rockville,Maryland,20852,East,Technology,Phones,90.48,2,0%,23.5248,26%,45.24,11.7624,45.24,0
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,11.352,3,20%,2.6961,24%,3.784,0.8987,4.73,2.838
Standard,Class,Consumer,United,States,Springfield,Missouri,65807,Central,Technology,Accessories,279.95,5,0%,67.188,24%,55.99,13.4376,55.99,0
Standard,Class,Corporate,United,States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0%,18.8937,21%,29.99,6.2979,29.99,0
Standard,Class,Consumer,United,States,Henderson,Kentucky,42420,South,Furniture,Furnishings,318.08,4,0%,34.9888,11%,79.52,8.7472,79.52,0
Standard,Class,Corporate,United,States,Houston,Texas,77041,Central,Furniture,Chairs,454.965,5,30%,-136.4895,-30%,90.993,-27.2979,129.99,194.985
Second,Class,Corporate,United,States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,50%,-376.6932,-78%,80.49,-62.7822,160.98,482.94
Standard,Class,Consumer,United,States,Detroit,Michigan,48227,Central,Technology,Phones,299.98,2,0%,83.9944,28%,149.99,41.9972,149.99,0
Standard,Class,Consumer,United,States,Detroit,Michigan,48227,Central,Technology,Phones,41.9,2,0%,11.732,28%,20.95,5.866,20.95,0
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,64.96,5,60%,-84.448,-130%,12.992,-16.8896,32.48,97.44
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,40%,33.5895,12%,95.97,11.1965,159.95,191.94
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,429.6,2,40%,-93.08,-22%,214.8,-46.54,358,286.4
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,20%,6.3936,20%,15.984,3.1968,19.98,7.992
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,887.271,3,30%,-63.3765,-7%,295.757,-21.1255,422.51,380.259
Second,Class,Consumer,United,States,Cleveland,Ohio,44105,East,Furniture,Bookcases,301.47,3,50%,-241.176,-80%,100.49,-80.392,200.98,301.47
Standard,Class,Corporate,United,States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2,0%,9.8856,36%,13.73,4.9428,13.73,0
Standard,Class,Corporate,United,States,Burlington,Vermont,5408,East,Technology,Accessories,99.98,2,0%,42.9914,43%,49.99,21.4957,49.99,0
Second,Class,Consumer,United,States,Avondale,Arizona,85323,West,Technology,Accessories,23.2,2,20%,1.45,6%,11.6,0.725,14.5,5.8
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19.312,2,20%,3.1382,16%,9.656,1.5691,12.07,4.828
Standard,Class,Corporate,United,States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0%,104.7222,41%,28.38,11.6358,28.38,0
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Technology,Accessories,2.376,3,20%,0.7425,31%,0.792,0.2475,0.99,0.594
Second,Class,Consumer,United,States,Kent,Washington,98031,West,Technology,Phones,71.976,3,20%,8.997,13%,23.992,2.999,29.99,17.994
Standard,Class,Consumer,United,States,Westminster,California,92683,West,Technology,Phones,707.88,3,20%,44.2425,6%,235.96,14.7475,294.95,176.97
Standard,Class,Consumer,United,States,Westminster,California,92683,West,Technology,Accessories,55.76,4,0%,7.8064,14%,13.94,1.9516,13.94,0
Standard,Class,Consumer,United,States,Westminster,California,92683,West,Furniture,Furnishings,51.75,1,0%,15.525,30%,51.75,15.525,51.75,0
Standard,Class,Consumer,United,States,Westminster,California,92683,West,Furniture,Chairs,207.184,1,20%,25.898,13%,207.184,25.898,258.98,51.796
Standard,Class,Consumer,United,States,Avondale,Arizona,85323,West,Technology,Accessories,102.24,4,20%,-16.614,-16%,25.56,-4.1535,31.95,25.56
Standard,Class,Consumer,United,States,Bloomington,Illinois,61701,Central,Technology,Accessories,39.816,3,20%,7.4655,19%,13.272,2.4885,16.59,9.954
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,50%,-204.9996,-68%,100.49,-68.3332,200.98,301.47
First,Class,Consumer,United,States,Lafayette,Louisiana,70506,South,Furniture,Tables,1504.52,4,0%,346.0396,23%,376.13,86.5099,376.13,0
First,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,20%,-3.6892,-3%,73.784,-1.8446,92.23,36.892
Second,Class,Consumer,United,States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0%,15.2225,25%,60.89,15.2225,60.89,0
Second,Class,Consumer,United,States,Columbia,Missouri,65203,Central,Furniture,Furnishings,332.94,3,0%,53.2704,16%,110.98,17.7568,110.98,0
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,398.972,2,30%,-28.498,-7%,199.486,-14.249,284.98,170.988
Standard,Class,Corporate,United,States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,392.94,3,0%,43.2234,11%,130.98,14.4078,130.98,0
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,1079.316,6,30%,-15.4188,-1%,179.886,-2.5698,256.98,462.564
Standard,Class,Corporate,United,States,Cleveland,Ohio,44105,East,Furniture,Bookcases,115.96,4,50%,-64.9376,-56%,28.99,-16.2344,57.98,115.96
Second,Class,Corporate,United,States,Mcallen,Texas,78501,Central,Technology,Accessories,41.424,2,20%,8.2848,20%,20.712,4.1424,25.89,10.356
Second,Class,Corporate,United,States,Mcallen,Texas,78501,Central,Technology,Phones,244.768,4,20%,24.4768,10%,61.192,6.1192,76.49,61.192
Second,Class,Corporate,United,States,Mcallen,Texas,78501,Central,Furniture,Chairs,56.686,1,30%,-20.245,-36%,56.686,-20.245,80.98,24.294
Second,Class,Corporate,United,States,Mcallen,Texas,78501,Central,Technology,Phones,97.968,2,20%,6.123,6%,48.984,3.0615,61.23,24.492
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,118.782,3,40%,-27.7158,-23%,39.594,-9.2386,65.99,79.188
Standard,Class,Consumer,United,States,Carrollton,Texas,75007,Central,Technology,Accessories,47.904,1,20%,-2.994,-6%,47.904,-2.994,59.88,11.976
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,11.376,3,60%,-5.688,-50%,3.792,-1.896,9.48,17.064
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,66.112,4,60%,-84.2928,-128%,16.528,-21.0732,41.32,99.168
First,Class,Consumer,United,States,Edmonds,Washington,98026,West,Furniture,Furnishings,80.96,4,0%,34.8128,43%,20.24,8.7032,20.24,0
First,Class,Consumer,United,States,Edmonds,Washington,98026,West,Technology,Phones,455.712,2,20%,34.1784,8%,227.856,17.0892,284.82,113.928
Standard,Class,Corporate,United,States,Springfield,Oregon,97477,West,Technology,Phones,859.2,3,20%,75.18,9%,286.4,25.06,358,214.8
Standard,Class,Corporate,United,States,Seattle,Washington,98115,West,Furniture,Chairs,184.752,3,20%,-20.7846,-11%,61.584,-6.9282,76.98,46.188
First,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,520.464,2,30%,-14.8704,-3%,260.232,-7.4352,371.76,223.056
Second,Class,Corporate,United,States,Clinton,Maryland,20735,East,Furniture,Chairs,272.97,3,0%,43.6752,16%,90.99,14.5584,90.99,0
First,Class,Corporate,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,41.568,4,20%,-4.1568,-10%,10.392,-1.0392,12.99,10.392
First,Class,Corporate,United,States,Columbus,Ohio,43229,East,Furniture,Chairs,317.058,3,30%,-86.0586,-27%,105.686,-28.6862,150.98,135.882
Standard,Class,Consumer,United,States,Pasadena,California,91104,West,Technology,Phones,419.944,7,20%,52.493,13%,59.992,7.499,74.99,104.986
Second,Class,Consumer,United,States,Tampa,Florida,33614,South,Furniture,Chairs,64.784,1,20%,6.4784,10%,64.784,6.4784,80.98,16.196
Standard,Class,Consumer,United,States,Mesa,Arizona,85204,West,Furniture,Furnishings,120.576,8,20%,33.1584,28%,15.072,4.1448,18.84,30.144
First,Class,Corporate,United,States,Aurora,Illinois,60505,Central,Technology,Phones,7.992,1,20%,2.5974,33%,7.992,2.5974,9.99,1.998
Same,Day,Corporate,United,States,Denver,Colorado,80219,West,Furniture,Chairs,582.336,8,20%,-29.1168,-5%,72.792,-3.6396,90.99,145.584
Standard,Class,Consumer,United,States,Tucson,Arizona,85705,West,Furniture,Furnishings,4.272,2,20%,0.9612,23%,2.136,0.4806,2.67,1.068
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,87.92,5,20%,15.386,18%,17.584,3.0772,21.98,21.98
Standard,Class,Consumer,United,States,Seattle,Washington,98115,West,Technology,Phones,249.584,2,20%,15.599,6%,124.792,7.7995,155.99,62.396
Standard,Class,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Furnishings,10.11,3,0%,3.2352,32%,3.37,1.0784,3.37,0
Standard,Class,Corporate,United,States,Huntsville,Texas,77340,Central,Furniture,Chairs,1212.96,8,30%,-69.312,-6%,151.62,-8.664,216.6,519.84
Standard,Class,Corporate,United,States,Dallas,Texas,75081,Central,Technology,Phones,1099.96,5,20%,82.497,8%,219.992,16.4994,274.99,274.99
Standard,Class,Corporate,United,States,Dallas,Texas,75081,Central,Furniture,Tables,103.481,1,30%,-16.2613,-16%,103.481,-16.2613,147.83,44.349
Standard,Class,Consumer,United,States,Peoria,Arizona,85345,West,Technology,Accessories,30.08,2,20%,-5.264,-18%,15.04,-2.632,18.8,7.52
Standard,Class,Consumer,United,States,Peoria,Arizona,85345,West,Technology,Accessories,252.8,4,20%,-31.6,-13%,63.2,-7.9,79,63.2
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,285.576,4,40%,-57.1152,-20%,71.394,-14.2788,118.99,190.384
First,Class,Corporate,United,States,Coppell,Texas,75019,Central,Technology,Phones,95.84,4,20%,34.742,36%,23.96,8.6855,29.95,23.96
Standard,Class,Consumer,United,States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,477.3,5,0%,138.417,29%,95.46,27.6834,95.46,0
Second,Class,Corporate,United,States,Louisville,Kentucky,40214,South,Furniture,Chairs,701.96,2,0%,168.4704,24%,350.98,84.2352,350.98,0
Standard,Class,Corporate,United,States,Seattle,Washington,98115,West,Furniture,Furnishings,31.96,2,0%,1.598,5%,15.98,0.799,15.98,0
Second,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,51.56,2,60%,-61.872,-120%,25.78,-30.936,64.45,77.34
Second,Class,Corporate,United,States,Houston,Texas,77036,Central,Furniture,Bookcases,781.864,10,32%,-137.976,-18%,78.1864,-13.7976,114.98,367.936
First,Class,Consumer,United,States,Portland,Oregon,97206,West,Technology,Phones,572.8,2,20%,50.12,9%,286.4,25.06,358,143.2
Standard,Class,Consumer,United,States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,26.94,3,0%,11.3148,42%,8.98,3.7716,8.98,0
Second,Class,Consumer,United,States,Dallas,Texas,75217,Central,Furniture,Bookcases,204.6664,1,32%,-6.0196,-3%,204.6664,-6.0196,300.98,96.3136
Standard,Class,Consumer,United,States,Appleton,Wisconsin,54915,Central,Technology,Accessories,1649.75,5,0%,544.4175,33%,329.95,108.8835,329.95,0
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Technology,Phones,323.976,3,20%,36.4473,11%,107.992,12.1491,134.99,80.994
Second,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Furniture,Furnishings,8.856,3,60%,-6.8634,-78%,2.952,-2.2878,7.38,13.284
Standard,Class,Corporate,United,States,Houston,Texas,77095,Central,Furniture,Bookcases,369.1992,3,32%,-114.0174,-31%,123.0664,-38.0058,180.98,173.7408
Standard,Class,Corporate,United,States,Columbus,Indiana,47201,Central,Technology,Accessories,1.98,2,0%,0.891,45%,0.99,0.4455,0.99,0
Standard,Class,Corporate,United,States,Broomfield,Colorado,80020,West,Furniture,Furnishings,68.432,7,20%,8.554,13%,9.776,1.222,12.22,17.108
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,71.12,5,20%,9.779,14%,14.224,1.9558,17.78,17.78
Second,Class,Consumer,United,States,Houston,Texas,77095,Central,Furniture,Furnishings,5.312,2,60%,-1.5936,-30%,2.656,-0.7968,6.64,7.968
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Technology,Accessories,132.52,5,20%,34.7865,26%,26.504,6.9573,33.13,33.13
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Furniture,Furnishings,51.968,2,20%,10.3936,20%,25.984,5.1968,32.48,12.992
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Technology,Accessories,431.976,3,20%,-75.5958,-18%,143.992,-25.1986,179.99,107.994
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Technology,Machines,224.937,3,70%,-164.9538,-73%,74.979,-54.9846,249.93,524.853
Same,Day,Consumer,United,States,Tampa,Florida,33614,South,Furniture,Chairs,1125.488,7,20%,98.4802,9%,160.784,14.0686,200.98,281.372
First,Class,Corporate,United,States,Fremont,Nebraska,68025,Central,Technology,Phones,79.96,4,0%,22.3888,28%,19.99,5.5972,19.99,0
Same,Day,Consumer,United,States,Pomona,California,91767,West,Furniture,Furnishings,31.56,3,0%,10.4148,33%,10.52,3.4716,10.52,0
Standard,Class,Corporate,United,States,Lancaster,Ohio,43130,East,Technology,Accessories,70.72,4,20%,-6.188,-9%,17.68,-1.547,22.1,17.68
Standard,Class,Consumer,United,States,Woodland,California,95695,West,Technology,Phones,239.984,2,20%,23.9984,10%,119.992,11.9992,149.99,59.996
First,Class,Corporate,United,States,Seattle,Washington,98115,West,Technology,Accessories,102.13,7,0%,15.3195,15%,14.59,2.1885,14.59,0
First,Class,Consumer,United,States,Dallas,Texas,75220,Central,Furniture,Tables,307.314,3,30%,-39.5118,-13%,102.438,-13.1706,146.34,131.706
First,Class,Consumer,United,States,Dallas,Texas,75220,Central,Furniture,Bookcases,409.9992,3,32%,-96.4704,-24%,136.6664,-32.1568,200.98,192.9408
First,Class,Consumer,United,States,Everett,Massachusetts,2149,East,Technology,Accessories,177,3,0%,30.09,17%,59,10.03,59,0
First,Class,Consumer,United,States,Everett,Massachusetts,2149,East,Furniture,Chairs,1628.82,9,0%,260.6112,16%,180.98,28.9568,180.98,0
Standard,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,137.54,2,0%,55.016,40%,68.77,27.508,68.77,0
Standard,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Tables,730.2,4,0%,94.926,13%,182.55,23.7315,182.55,0
Standard,Class,Corporate,United,States,Seattle,Washington,98103,West,Furniture,Chairs,436.704,6,20%,21.8352,5%,72.784,3.6392,90.98,109.176
Standard,Class,Corporate,United,States,Seattle,Washington,98103,West,Furniture,Chairs,481.568,2,20%,54.1764,11%,240.784,27.0882,300.98,120.392
Standard,Class,Consumer,United,States,Glendale,Arizona,85301,West,Technology,Accessories,89.544,7,20%,12.3123,14%,12.792,1.7589,15.99,22.386
Standard,Class,Consumer,United,States,Dublin,California,94568,West,Technology,Phones,22,5,20%,1.375,6%,4.4,0.275,5.5,5.5
Standard,Class,Consumer,United,States,Bakersfield,California,93309,West,Furniture,Furnishings,41.6,4,0%,14.144,34%,10.4,3.536,10.4,0
Standard,Class,Consumer,United,States,Richmond,Virginia,23223,South,Technology,Phones,503.96,4,0%,125.99,25%,125.99,31.4975,125.99,0
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Bookcases,613.9992,3,32%,-18.0588,-3%,204.6664,-6.0196,300.98,288.9408
Standard,Class,Consumer,United,States,Inglewood,California,90301,West,Technology,Phones,196.776,3,20%,14.7582,8%,65.592,4.9194,81.99,49.194
